gene_symbol	flag	ClinVar_PL_record_count	interpretation
CCDC183	low_record_burden	2	computed but semantic interpretation limited because record count < 20
CCDC186	low_record_burden	1	computed but semantic interpretation limited because record count < 20
CCDC22	low_record_burden	3	computed but semantic interpretation limited because record count < 20
CCDC30	low_record_burden	4	computed but semantic interpretation limited because record count < 20
CCDC32	low_record_burden	2	computed but semantic interpretation limited because record count < 20
CCDC33	low_record_burden	1	computed but semantic interpretation limited because record count < 20
CCDC34	low_record_burden	2	computed but semantic interpretation limited because record count < 20
CCDC47	low_record_burden	7	computed but semantic interpretation limited because record count < 20
CCDC50	low_record_burden	2	computed but semantic interpretation limited because record count < 20
CCDC62	low_record_burden	1	computed but semantic interpretation limited because record count < 20
CCDC68	low_record_burden	1	computed but semantic interpretation limited because record count < 20
CCDC8	low_record_burden	10	computed but semantic interpretation limited because record count < 20
CCDC82	low_record_burden	3	computed but semantic interpretation limited because record count < 20
CCIN	low_record_burden	5	computed but semantic interpretation limited because record count < 20
CCKBR	low_record_burden	1	computed but semantic interpretation limited because record count < 20
CCL5	low_record_burden	1	computed but semantic interpretation limited because record count < 20
CCN2	low_record_burden	3	computed but semantic interpretation limited because record count < 20
CCNB3	low_record_burden	1	computed but semantic interpretation limited because record count < 20
CCND2	low_record_burden	17	computed but semantic interpretation limited because record count < 20
CCNF	low_record_burden	3	computed but semantic interpretation limited because record count < 20
CCNK	low_record_burden	1	computed but semantic interpretation limited because record count < 20
CCNQ	low_record_burden	7	computed but semantic interpretation limited because record count < 20
CCP110	low_record_burden	2	computed but semantic interpretation limited because record count < 20
CCPG1	low_record_burden	1	computed but semantic interpretation limited because record count < 20
CCR2	low_record_burden	5	computed but semantic interpretation limited because record count < 20
CCT3	low_record_burden	2	computed but semantic interpretation limited because record count < 20
CCT5	low_record_burden	1	computed but semantic interpretation limited because record count < 20
CCT7	low_record_burden	1	computed but semantic interpretation limited because record count < 20
CD151	low_record_burden	6	computed but semantic interpretation limited because record count < 20
CD19	low_record_burden	14	computed but semantic interpretation limited because record count < 20
CD247	low_record_burden	8	computed but semantic interpretation limited because record count < 20
CD27	low_record_burden	17	computed but semantic interpretation limited because record count < 20
CD28	low_record_burden	1	computed but semantic interpretation limited because record count < 20
CD2AP	low_record_burden	17	computed but semantic interpretation limited because record count < 20
CD3D	low_record_burden	17	computed but semantic interpretation limited because record count < 20
CD4	low_record_burden	2	computed but semantic interpretation limited because record count < 20
CD40	low_record_burden	15	computed but semantic interpretation limited because record count < 20
CD59	low_record_burden	10	computed but semantic interpretation limited because record count < 20
CD70	low_record_burden	3	computed but semantic interpretation limited because record count < 20
CD79A	low_record_burden	8	computed but semantic interpretation limited because record count < 20
CD79B	low_record_burden	4	computed but semantic interpretation limited because record count < 20
CD8A	low_record_burden	1	computed but semantic interpretation limited because record count < 20
CD96	low_record_burden	5	computed but semantic interpretation limited because record count < 20
CDC20	low_record_burden	11	computed but semantic interpretation limited because record count < 20
CDC25A	low_record_burden	1	computed but semantic interpretation limited because record count < 20
CDC27	low_record_burden	1	computed but semantic interpretation limited because record count < 20
CDC40	low_record_burden	1	computed but semantic interpretation limited because record count < 20
CDCA3	low_record_burden	1	computed but semantic interpretation limited because record count < 20
CDCA7	low_record_burden	3	computed but semantic interpretation limited because record count < 20
CDH11	low_record_burden	14	computed but semantic interpretation limited because record count < 20
CDH4	low_record_burden	1	computed but semantic interpretation limited because record count < 20
CDIN1	low_record_burden	3	computed but semantic interpretation limited because record count < 20
